Country,Year,OFR_forecast,PriceIndex_forecast
Bhutan,2020,445.8823529411765,443.81069101294406
Bhutan,2021,450.82352941176475,446.29735710453207
Bhutan,2022,455.764705882353,448.78402319612013
Bhutan,2023,460.7058823529412,451.27068928770814
Bhutan,2024,465.6470588235295,453.7573553792961
Bhutan,2025,470.5882352941177,456.2440214708841
Bolivia (Plurinat.State),2019,2129.4117647058824,683.0023161415687
Bolivia (Plurinat.State),2020,2158.823529411765,687.7519845431095
Bolivia (Plurinat.State),2021,2188.235294117647,692.5016529446502
Bolivia (Plurinat.State),2022,2217.6470588235293,697.251321346191
Bolivia (Plurinat.State),2023,2247.0588235294117,702.0009897477319
Bolivia (Plurinat.State),2024,2276.470588235294,706.7506581492728
Bolivia (Plurinat.State),2025,2305.8823529411766,711.5003265508136
Bosnia and Herzegovina,2019,459.39420544337133,402.3543970457806
Bosnia and Herzegovina,2020,466.05209247878247,405.2912904548739
Bosnia and Herzegovina,2021,472.70997951419366,408.22818386396716
Bosnia and Herzegovina,2022,479.36786654960486,411.16507727306043
Bosnia and Herzegovina,2023,486.02575358501605,414.1019706821538
Bosnia and Herzegovina,2024,492.68364062042724,417.0388640912471
Bosnia and Herzegovina,2025,499.3415276558384,419.97575750034036
Botswana,2019,16.455882352941178,183.00325113152232
Botswana,2020,15.245098039215687,176.5096721874789
Botswana,2021,14.034313725490197,170.01609324343553
Botswana,2022,12.823529411764707,163.52251429939216
Botswana,2023,11.612745098039216,157.02893535534878
Botswana,2024,10.401960784313726,150.53535641130537
Botswana,2025,9.191176470588236,144.041777467262
Brazil,2019,873.4047143351136,314.0900265703728
Brazil,2020,884.6134783109848,316.1184660879518
Brazil,2021,895.822242286856,318.1469056055307
Brazil,2022,907.0310062627273,320.1753451231098
Brazil,2023,918.2397702385985,322.20378464068875
Brazil,2024,929.4485342144696,324.2322241582678
Brazil,2025,940.6572981903408,326.2606636758468
British Indian Ocean Ter,2019,36.23949579831933,402.3543970457806
British Indian Ocean Ter,2020,36.76470588235294,405.2912904548739
British Indian Ocean Ter,2021,37.28991596638656,408.2281838639673
British Indian Ocean Ter,2022,37.81512605042017,411.16507727306043
British Indian Ocean Ter,2023,38.340336134453786,414.1019706821538
British Indian Ocean Ter,2024,38.865546218487395,417.0388640912471
British Indian Ocean Ter,2025,39.39075630252101,419.97575750034036
British Virgin Islands,2019,1209.0735294117646,1686.0241519042802
British Virgin Islands,2020,1225.1470588235295,1697.3062206930801
British Virgin Islands,2021,1241.2205882352941,1708.5882894818799
British Virgin Islands,2022,1257.2941176470588,1719.87035827068
British Virgin Islands,2023,1273.3676470588234,1731.1524270594798
British Virgin Islands,2024,1289.4411764705883,1742.43449584828
British Virgin Islands,2025,1305.514705882353,1753.71656463708
Brunei Darussalam,2019,2799.320588235294,1038.4744039122402
Brunei Darussalam,2020,2838.441176470588,1045.7818198851771
Brunei Darussalam,2021,2877.561764705882,1053.0892358581143
Brunei Darussalam,2022,2916.6823529411763,1060.3966518310513
Brunei Darussalam,2023,2955.8029411764705,1067.7040678039884
Brunei Darussalam,2024,2994.9235294117643,1075.0114837769254
Brunei Darussalam,2025,3034.0441176470586,1082.3188997498628
Bulgaria,2019,217.55367647058824,256.26840946688986
Bulgaria,2020,219.25735294117646,257.2757808461989
Bulgaria,2021,220.9610294117647,258.28315222550805
Bulgaria,2022,222.66470588235293,259.2905236048171
Bulgaria,2023,224.36838235294118,260.29789498412623
Bulgaria,2024,226.0720588235294,261.30526636343535
Bulgaria,2025,227.77573529411765,262.3126377427444
Burkina Faso,2019,3530.5937500000005,653.757544105034
Burkina Faso,2020,3580.3125000000005,658.3933784865209
Burkina Faso,2021,3630.0312500000005,663.029212868008
Burkina Faso,2022,3679.7500000000005,667.6650472494952
Burkina Faso,2023,3729.4687500000005,672.3008816309821
Burkina Faso,2024,3779.1875000000005,676.9367160124692
Burkina Faso,2025,3828.9062500000005,681.5725503939564
Burundi,2019,1303.3217993079586,1704.326501805966
Burundi,2020,1320.7612456747406,1715.805901989189
Burundi,2021,1338.2006920415226,1727.2853021724115
Burundi,2022,1355.6401384083047,1738.7647023556347
Burundi,2023,1373.0795847750867,1750.244102538858
Burundi,2024,1390.5190311418687,1761.7235027220806
Burundi,2025,1407.9584775086507,1773.2029029053035
CUW,2019,174.26610491981518,402.3543970457806
CUW,2020,176.79170064329074,405.2912904548739
CUW,2021,179.31729636676633,408.22818386396716
CUW,2022,181.84289209024192,411.16507727306043
CUW,2023,184.3684878137175,414.1019706821538
CUW,2024,186.89408353719307,417.0388640912471
CUW,2025,189.41967926066866,419.97575750034036
Cambodia,2019,4783.907720588235,1043.5283409087485
Cambodia,2020,4851.79044117647,1050.9849771687395
Cambodia,2021,4919.673161764706,1058.4416134287305
Cambodia,2022,4987.555882352941,1065.8982496887215
Cambodia,2023,5055.438602941176,1073.3548859487125
Cambodia,2024,5123.3213235294115,1080.8115222087038
Cambodia,2025,5191.204044117647,1088.2681584686948
Cameroon,2019,1309.6954545454544,394.6834172180747
Cameroon,2020,1327.2272727272725,397.3428686596315
Cameroon,2021,1344.7590909090907,400.0023201011884
Cameroon,2022,1362.2909090909088,402.6617715427452
Cameroon,2023,1379.8227272727272,405.32122298430215
Cameroon,2024,1397.3545454545454,407.980674425859
Cameroon,2025,1414.8863636363635,410.6401258674158
Canada,2019,107.8242179401768,108.9553545153065
Canada,2020,107.9376124030779,109.01267667426596
Canada,2021,108.05100686597902,109.0699988332254
Canada,2022,108.16440132888013,109.12732099218485
Canada,2023,108.27779579178124,109.18464315114431
Canada,2024,108.39119025468236,109.24196531010377
Canada,2025,108.50458471758347,109.2992874690632
Cape Verde,2019,2995.970588235294,959.0747683869489
Cape Verde,2020,3037.9411764705883,965.8400005160655
Cape Verde,2021,3079.9117647058824,972.6052326451822
